age,gender,height,weight,activity_type,weight_category,calories
58,Female,182.7,74.2,Running,Normal,2127
48,Male,176,66.6,Gym,Normal,2314
22,Male,156.3,56,Gym,Normal,2233
52,Male,175,90.6,HIIT,Overweight,1927
29,Female,162.8,98,Walking,Obese,1384
49,Female,146.7,91.5,Running,Obese,1383
67,Male,146.5,97.3,Running,Obese,1313
25,Female,180.7,50.3,Gym,Underweight,2584
55,Female,184.3,59.8,Gym,Underweight,2411
48,Male,181.6,97.6,HIIT,Overweight,1866
51,Male,155.8,63.7,HIIT,Overweight,1944
55,Male,162.3,49.8,Yoga,Normal,2155
50,Male,176.2,90.1,Walking,Overweight,1764
24,Male,178.7,63.9,Running,Normal,2184
56,Male,149.1,93,Yoga,Obese,1430
38,Male,156.3,89.5,Yoga,Obese,1349
62,Female,178.8,47.2,Walking,Underweight,2588
52,Male,167.4,86.5,Cycling,Obese,1439
44,Male,160.7,64.6,Yoga,Overweight,1659
60,Male,162.8,59.5,HIIT,Normal,2088
57,Male,156.6,91.7,Yoga,Obese,1565
26,Male,176.9,57.2,Gym,Underweight,2538
29,Male,163.4,77.4,HIIT,Overweight,1753
64,Female,169.7,73.1,Cycling,Overweight,1990
34,Male,176.7,61.6,Yoga,Normal,2290
53,Female,180.6,98.3,Running,Obese,1387
64,Female,181.3,77.1,Cycling,Normal,2265
55,Female,149.9,87.2,Running,Obese,1440
29,Male,164.3,72.8,Running,Overweight,1972
26,Male,150,78.5,Cycling,Obese,1360
43,Female,146,70,Yoga,Obese,1554
67,Male,172.9,86.8,Yoga,Overweight,1719
62,Female,180.9,99.1,Running,Obese,1510
57,Male,179.5,62.5,Yoga,Normal,2228
46,Female,164.3,83.9,Walking,Obese,1553
36,Male,177.6,62.7,HIIT,Normal,2186
69,Female,171.7,59.9,Gym,Normal,2064
30,Male,157.6,48.7,Yoga,Normal,2212
65,Male,174.5,48.9,Walking,Underweight,2468
44,Male,180.5,79.9,Running,Normal,2352
20,Male,162.4,52.7,Walking,Normal,2352
41,Female,172.8,83.4,Yoga,Overweight,1984
53,Female,149.9,57.4,Walking,Overweight,1742
66,Female,172.2,53,Yoga,Underweight,2781
42,Male,175.6,73,HIIT,Normal,2309
65,Male,153.5,76.8,Walking,Obese,1535
61,Male,172,93,Cycling,Obese,1575
48,Male,146.5,53.7,Cycling,Overweight,1859
50,Female,167.6,81,Cycling,Overweight,1887
51,Male,173.9,47.4,Gym,Underweight,2660
51,Female,161,54.4,Cycling,Normal,2120
67,Male,150.5,97.5,Running,Obese,1481
32,Female,150.1,61.3,Cycling,Overweight,1842
43,Female,148.3,83.4,Yoga,Obese,1558
28,Female,181.8,90.1,Walking,Overweight,1739
61,Female,157.5,71.5,Yoga,Overweight,1724
21,Female,167.7,80.8,HIIT,Overweight,1714
62,Male,180,49.9,Walking,Underweight,2574
70,Female,162,67.1,Yoga,Overweight,1882
48,Female,149.6,70.1,HIIT,Obese,1611
21,Male,169.5,49.2,Running,Underweight,2619
62,Female,162.6,83.8,Walking,Obese,1677
28,Female,180.3,91.2,HIIT,Overweight,1762
26,Male,168.1,77,Yoga,Overweight,1706
41,Male,173.2,73.5,Walking,Normal,2139
36,Female,173.4,62,Running,Normal,2333
31,Male,182.1,82,Walking,Normal,2094
53,Female,175.2,57.7,Gym,Normal,2227
34,Male,151.3,52.1,Running,Normal,2018
25,Male,160.1,72.4,Walking,Overweight,1662
57,Male,183,68.8,Walking,Normal,2203
51,Female,171.5,52.3,Yoga,Underweight,2572
34,Female,158.5,58.8,Cycling,Normal,2385
27,Female,162.6,81.3,HIIT,Obese,1311
54,Female,158.6,53.8,HIIT,Normal,2225
51,Female,158.1,71.6,Walking,Overweight,1745
59,Male,168,92.4,Running,Obese,1571
66,Male,172.8,97.3,HIIT,Obese,1591
58,Female,148,56.5,Walking,Overweight,1672
35,Male,169.1,68.4,HIIT,Normal,2272
59,Female,178.2,94.9,Walking,Overweight,1714
37,Male,180.6,71.8,Walking,Normal,2190
40,Female,168.5,60.2,Walking,Normal,2280
25,Male,176.2,95.5,Walking,Obese,1379
67,Female,179.7,92,Cycling,Overweight,1932
36,Male,180,64.6,Yoga,Normal,2174
26,Female,153.8,83,Running,Obese,1655
64,Female,161.9,78.2,HIIT,Overweight,1874
63,Male,163.3,95.8,Yoga,Obese,1456
59,Male,149.8,73.9,HIIT,Obese,1480
59,Male,170.9,49.3,Walking,Underweight,2558
41,Male,183.7,74.5,Yoga,Normal,2392
35,Male,169.5,78.3,HIIT,Overweight,1614
66,Female,148.8,69.3,Cycling,Obese,1588
30,Female,158.5,55.2,HIIT,Normal,2364
36,Male,148.5,54.6,Cycling,Normal,2238
66,Male,154.1,71.7,Running,Obese,1433
63,Female,174.3,79.1,Walking,Overweight,1613
41,Male,159.3,87.4,Cycling,Obese,1365
69,Female,168,95.9,Yoga,Obese,1545
33,Male,178,67.3,Yoga,Normal,2152
65,Male,160.6,58.8,Gym,Normal,2296
26,Female,163.1,56.6,Walking,Normal,2300
36,Male,172,51.7,HIIT,Underweight,2656
52,Male,148.5,91.6,Yoga,Obese,1389
61,Female,176.7,46.8,Walking,Underweight,2413
45,Male,176.1,62.3,Gym,Normal,2301
42,Male,165.6,80,Gym,Overweight,1951
34,Female,168,74.8,Cycling,Overweight,2000
44,Female,160.9,74,Cycling,Overweight,1974
21,Male,148.5,98.8,Cycling,Obese,1629
59,Female,151.2,54.9,Gym,Normal,2217
32,Male,157.8,53.5,Walking,Normal,2329
45,Female,179.4,54.5,Gym,Underweight,2477
40,Male,181.4,63.5,Gym,Normal,2187
45,Female,180,51.2,Running,Underweight,2519
28,Female,181.4,80.2,Cycling,Normal,2322
36,Male,146.9,97.1,Gym,Obese,1582
63,Female,180.5,57.5,Running,Underweight,2527
58,Male,174.9,50.1,Running,Underweight,2555
55,Male,166.5,88.1,Running,Obese,1666
53,Female,148.3,91.8,Yoga,Obese,1384
62,Female,177.2,94.4,Gym,Obese,1587
30,Male,146.1,85.3,Yoga,Obese,1399
56,Female,157.5,70.4,Walking,Overweight,1855
61,Male,149.2,92.4,Gym,Obese,1371
41,Female,156.3,91.5,Gym,Obese,1451
24,Female,148.5,69.9,Running,Obese,1516
23,Male,157.9,89.3,Running,Obese,1593
38,Female,152.4,65.9,Yoga,Overweight,1713
20,Male,181.1,84.8,Cycling,Overweight,1988
19,Male,170.7,64,HIIT,Normal,2160
54,Female,180.3,68.2,Cycling,Normal,2019
49,Female,175,62,Running,Normal,2131
52,Female,166.4,47.5,Cycling,Underweight,2423
29,Male,176.4,70.7,Gym,Normal,2313
37,Female,161.7,61.9,Walking,Normal,2068
62,Female,178.7,61.5,Gym,Normal,2190
64,Male,183.6,81.2,Walking,Normal,2221
60,Male,175.7,57.7,Cycling,Normal,2395
49,Male,159.6,70.2,Gym,Overweight,1796
43,Male,180.2,99,Gym,Obese,1354
54,Male,175.5,93.9,Gym,Obese,1332
64,Female,169.6,85.6,Walking,Overweight,1845
25,Male,147.5,67.2,Yoga,Obese,1579
45,Male,154.6,93.5,Walking,Obese,1511
58,Female,183.7,46.4,Yoga,Underweight,2686
24,Male,163.6,89.5,HIIT,Obese,1449
51,Male,164,59.4,Running,Normal,2321
47,Male,147.7,73,Gym,Obese,1426
54,Female,148.8,84,Walking,Obese,1497
20,Male,168.5,99.3,Gym,Obese,1373
43,Male,148,94.1,Gym,Obese,1678
60,Male,167.4,98,Cycling,Obese,1470
21,Male,165.6,46.1,HIIT,Underweight,2500
42,Female,180.7,94.4,Running,Overweight,1975
28,Male,163.2,96.8,Yoga,Obese,1408
38,Female,153.2,66.5,Yoga,Overweight,1924
67,Female,163.9,46.4,Walking,Underweight,2506
46,Male,152.7,76.8,HIIT,Obese,1343
36,Male,155,50.5,Walking,Normal,2103
56,Male,172.9,85.6,HIIT,Overweight,1677
67,Male,159.3,77.2,HIIT,Obese,1504
39,Female,153.2,83.7,Gym,Obese,1550
29,Female,145.3,60,HIIT,Overweight,1650
33,Female,151.8,85.7,Walking,Obese,1469
26,Male,167.6,54.7,Running,Normal,2098
57,Female,157.9,57.3,HIIT,Normal,2284
64,Female,159.8,89.8,Cycling,Obese,1523
56,Male,168.9,50.9,Walking,Underweight,2489
65,Male,173.5,67.3,Walking,Normal,2269
68,Male,149.7,49.1,Running,Normal,2189
41,Female,167.1,93.8,Cycling,Obese,1423
50,Female,180.1,50.3,HIIT,Underweight,2730
19,Female,154.4,54.5,Running,Normal,2258
68,Female,152.8,89.2,Yoga,Obese,1614
25,Male,170.2,53.5,Walking,Underweight,2579
18,Female,175.3,97.8,Cycling,Obese,1663
38,Female,181.8,88.5,Walking,Overweight,1858
53,Male,181.2,52.3,Cycling,Underweight,2769
36,Male,179.1,79.9,Walking,Normal,2199
34,Female,156.7,58.7,Walking,Normal,2222
61,Male,153.4,96.3,Walking,Obese,1573
37,Female,153.5,66.3,Walking,Overweight,1726
49,Female,146.9,53.9,Gym,Normal,2075
48,Female,172.3,75.8,Walking,Overweight,1709
60,Female,177,48.6,Cycling,Underweight,2499
34,Male,177.3,90.1,Walking,Overweight,1751
21,Female,150,91.5,Running,Obese,1521
47,Male,177.4,78.8,HIIT,Overweight,1800
53,Male,181,88.2,Running,Overweight,1706
35,Male,172.3,75.4,Walking,Overweight,1677
39,Male,178.8,93.9,Yoga,Overweight,1636
57,Male,171.1,99,Running,Obese,1456
19,Male,175.6,97.9,Yoga,Obese,1349
38,Male,157.9,76.1,Gym,Obese,1336
49,Female,163.3,64.3,Running,Normal,2011
22,Male,183.5,90.3,Gym,Overweight,1720
27,Male,145.1,56.6,Yoga,Overweight,1856
57,Male,169.1,93,Walking,Obese,1678
67,Female,164.9,68.3,Yoga,Overweight,1870
57,Female,169.5,53.4,Yoga,Normal,2004
19,Male,169.3,71.5,Running,Normal,2090
28,Male,165,70.4,Running,Overweight,1818
38,Female,180.8,97.8,Walking,Overweight,1715
22,Female,171.4,69.9,Yoga,Normal,2331
30,Female,181.3,78.1,Gym,Normal,2001
21,Female,171.7,99.4,HIIT,Obese,1371
33,Male,146.8,70.1,Gym,Obese,1378
27,Male,155,81.3,Yoga,Obese,1406
56,Female,146.7,72.6,Gym,Obese,1674
36,Male,180.5,58.4,HIIT,Underweight,2569
40,Male,145.7,98.6,Gym,Obese,1591
30,Female,159.4,85.3,Running,Obese,1324
59,Female,166.7,94.1,Cycling,Obese,1388
51,Male,150.5,88.4,HIIT,Obese,1571
64,Female,163.7,88.1,Yoga,Obese,1597
43,Male,151.1,91.6,HIIT,Obese,1678
54,Female,165.9,75.2,Cycling,Overweight,1931
25,Male,173.3,86.4,Walking,Overweight,1661
18,Female,166.2,90.3,Cycling,Obese,1301
43,Male,163,62.5,Walking,Normal,2333
52,Female,159.7,59.7,Yoga,Normal,2265
53,Female,171.4,53.3,HIIT,Underweight,2676
41,Male,180.5,94.4,Walking,Overweight,1795
50,Female,179.5,48.9,Yoga,Underweight,2501
42,Female,154.2,53.9,Cycling,Normal,2258
46,Male,184.2,75.5,Running,Normal,2091
32,Female,181.8,83.1,Running,Overweight,1973
65,Male,163.9,54.6,HIIT,Normal,2064
67,Female,157.7,98.7,Gym,Obese,1632
62,Male,174.5,58.9,Gym,Normal,2369
26,Male,179.5,96.7,Cycling,Obese,1583
67,Male,147.2,56.2,Gym,Overweight,1979
70,Male,184.7,76,HIIT,Normal,2251
66,Female,152,95,Cycling,Obese,1614
18,Female,153.1,49,Yoga,Normal,2139
23,Female,183.4,79.1,Walking,Normal,2070
51,Male,182.1,74.4,Running,Normal,2067
28,Male,171.6,68.4,Running,Normal,2126
24,Female,164.3,63.7,Yoga,Normal,2132
35,Male,180.4,97.3,Yoga,Overweight,1688
61,Male,180.3,84.2,Cycling,Overweight,1974
43,Female,169.6,93.2,Running,Obese,1570
45,Female,165.8,54.3,Cycling,Normal,2324
56,Male,178.2,63.9,Gym,Normal,2096
42,Female,181.5,53.5,HIIT,Underweight,2629
35,Female,183.3,58.5,Walking,Underweight,2480
45,Female,169.9,92.3,Yoga,Obese,1596
36,Female,162.2,64.2,Gym,Normal,2040
55,Female,150.9,85.6,Cycling,Obese,1665
54,Male,162.4,84.8,HIIT,Obese,1660
53,Male,182.3,91.1,Cycling,Overweight,1644
26,Male,168.4,60.8,Cycling,Normal,2148
48,Male,184.8,55.3,Walking,Underweight,2427
57,Female,155.8,68.3,Cycling,Overweight,1644
67,Female,171.9,51.8,Gym,Underweight,2602
46,Female,179.8,67.7,Gym,Normal,2011
52,Female,147.4,62.8,Running,Overweight,1605
34,Female,149,94.3,Cycling,Obese,1623
20,Male,152.8,86.3,Running,Obese,1446
59,Male,179,56,Walking,Underweight,2740
24,Male,167.5,85.8,HIIT,Obese,1312
62,Female,184.4,78.5,Yoga,Normal,2374
51,Female,158.6,55.1,Running,Normal,2389
45,Female,177.3,92.2,Yoga,Overweight,1811
47,Male,161.1,70.8,Walking,Overweight,1913
69,Female,169.2,67.9,HIIT,Normal,2275
52,Male,150.8,84,Cycling,Obese,1346
57,Female,171.3,52.1,Running,Underweight,2585
40,Male,173.5,52.3,Cycling,Underweight,2430
56,Female,183.8,58.2,Cycling,Underweight,2789
26,Female,167.8,71.4,Gym,Overweight,1699
37,Female,150.4,97.6,Walking,Obese,1451
64,Male,174.4,46,HIIT,Underweight,2658
61,Female,169.4,76.5,Cycling,Overweight,1776
26,Female,174.8,74.7,HIIT,Normal,2098
61,Male,145.5,46.7,Yoga,Normal,2110
32,Female,169.7,98,Gym,Obese,1627
68,Female,162.1,78,HIIT,Overweight,1692
43,Female,172.5,91.6,Walking,Obese,1343
18,Male,171.9,92.4,Yoga,Obese,1680
36,Male,168.1,48.7,Gym,Underweight,2760
43,Male,162,62.8,Gym,Normal,2292
59,Female,183.6,99.6,Running,Overweight,1940
53,Female,165.9,60.7,Cycling,Normal,2354
38,Female,165.8,52.1,Gym,Normal,2188
29,Male,154.7,59.6,Running,Normal,2106
29,Male,155.6,99,Cycling,Obese,1596
31,Male,175.3,78.2,Running,Overweight,1786
24,Female,183.5,97.8,HIIT,Overweight,1805
37,Male,162.3,47.3,Running,Underweight,2552
65,Female,153.4,76.5,Yoga,Obese,1613
34,Female,184.9,49.8,Running,Underweight,2744
27,Female,176.5,74.5,Yoga,Normal,2079
26,Female,148.2,62.5,Cycling,Overweight,1799
29,Male,162.6,53.6,Walking,Normal,2102
25,Male,182.5,99.8,Yoga,Overweight,1607
68,Female,165.6,96.5,Walking,Obese,1609
61,Female,176,79.7,Gym,Overweight,1873
28,Female,184,93.4,Running,Overweight,1832
52,Male,164.9,92.2,Walking,Obese,1381
23,Female,170.7,96.5,Cycling,Obese,1472
43,Male,152.5,70.3,Running,Obese,1367
56,Female,154.2,77.4,Running,Obese,1651
34,Female,159.9,85.5,Running,Obese,1618
20,Male,164.7,75.3,Cycling,Overweight,1759
23,Male,147.1,73,Gym,Obese,1690
26,Male,170.8,56.9,Running,Normal,2127
65,Male,176,69.6,HIIT,Normal,2285
19,Female,178.6,49,Walking,Underweight,2729
43,Male,155.9,49.7,Cycling,Normal,2031
33,Male,167.2,55.1,Walking,Normal,2337
61,Female,155.9,91.1,Walking,Obese,1475
42,Male,182.2,90.8,Gym,Overweight,1775
43,Male,154.5,68.4,HIIT,Overweight,1997
33,Female,177.2,86.4,Running,Overweight,1750
23,Female,167.2,99.4,Yoga,Obese,1548
55,Male,177.1,77.9,Gym,Normal,2210
48,Male,159.5,62,HIIT,Normal,2164
56,Female,155.7,62.2,Gym,Overweight,1744
62,Female,154.8,61.2,HIIT,Overweight,1877
21,Male,157.5,86.3,Running,Obese,1617
64,Female,158.4,97.1,Walking,Obese,1400
56,Male,160.6,90.7,Cycling,Obese,1420
27,Male,172,50.9,Gym,Underweight,2567
35,Female,168.5,92.3,HIIT,Obese,1408
63,Female,180.4,62.9,Cycling,Normal,2373
31,Female,172.2,53.7,HIIT,Underweight,2477
25,Female,183.8,52.9,Gym,Underweight,2642
53,Male,157.1,78.6,Walking,Obese,1563
49,Female,168.1,72.9,Yoga,Overweight,1801
21,Male,175.8,60.6,Yoga,Normal,2151
54,Female,181.8,70.3,Running,Normal,2021
65,Female,148.4,51.6,Cycling,Normal,2054
23,Female,175,66,Yoga,Normal,2337
20,Male,174.8,50.8,Running,Underweight,2542
70,Female,170.7,74.3,Running,Overweight,1794
21,Male,161.2,71.2,Cycling,Overweight,1658
32,Female,160.2,98.7,HIIT,Obese,1496
61,Female,184.2,92.1,Gym,Overweight,1750
18,Male,146.2,79.6,Yoga,Obese,1430
39,Female,146.1,62.2,Gym,Overweight,1982
28,Female,177.4,49.3,HIIT,Underweight,2732
40,Male,166.1,62,Cycling,Normal,2040
66,Female,161.9,78.3,Cycling,Overweight,1991
40,Male,173,78.7,Cycling,Overweight,1672
22,Female,168.6,59.6,Gym,Normal,2338
69,Female,171.2,76.3,HIIT,Overweight,1847
68,Female,149.5,99.5,Walking,Obese,1642
52,Male,146.6,88.8,Yoga,Obese,1641
60,Male,175.1,50.7,Walking,Underweight,2707
35,Male,150.9,72,Yoga,Obese,1375
69,Male,148,87.8,Yoga,Obese,1580
70,Female,172.3,91.6,Yoga,Obese,1689
40,Female,158.2,45.1,Yoga,Underweight,2568
45,Female,173.3,47.2,Running,Underweight,2567
31,Female,170.9,94.7,Running,Obese,1453
29,Male,160.5,71,Gym,Overweight,1947
39,Male,149.7,91.8,Cycling,Obese,1347
55,Female,147.1,87,Gym,Obese,1337
69,Female,170.4,81.6,HIIT,Overweight,1836
45,Male,173.1,91.2,Cycling,Obese,1619
39,Male,183,79.3,Running,Normal,2066
24,Male,180.4,83.1,Running,Overweight,1855
44,Male,183.3,60.6,Walking,Underweight,2512
57,Male,154.8,92,HIIT,Obese,1417
61,Female,146.3,81.8,Walking,Obese,1676
45,Female,184.7,46.9,Running,Underweight,2718
69,Female,172.1,65.2,Gym,Normal,2018
35,Female,170.6,79.4,Walking,Overweight,1799
42,Male,183.9,85.6,HIIT,Overweight,1975
64,Female,146.8,97,Running,Obese,1520
40,Female,161.1,58.1,Yoga,Normal,2108
47,Female,145.9,88.8,Walking,Obese,1653
25,Male,155.2,86.7,Yoga,Obese,1408
33,Male,150.9,81.2,Walking,Obese,1554
56,Female,163.2,54.9,HIIT,Normal,2365
34,Female,162.6,49.6,HIIT,Normal,2312
47,Male,170.6,55.9,Yoga,Normal,2054
65,Female,177.1,49,Running,Underweight,2431
39,Male,154.6,88.4,Gym,Obese,1463
49,Male,180.8,89.8,HIIT,Overweight,1925
64,Male,178.4,63.1,Yoga,Normal,2237
40,Female,175.2,63.6,HIIT,Normal,2164
67,Male,147.7,90.7,Yoga,Obese,1555
27,Male,148.4,58.4,Gym,Overweight,1858
60,Male,161.7,92.2,Walking,Obese,1686
53,Male,165.6,73.1,HIIT,Overweight,1647
53,Male,173.4,79.4,HIIT,Overweight,1705
24,Female,151.4,53.2,HIIT,Normal,2253
64,Male,177.4,87.2,HIIT,Overweight,1870
44,Male,159,99.9,HIIT,Obese,1347
36,Female,174.3,94.1,Walking,Obese,1547
58,Male,149.3,97,Gym,Obese,1635
60,Female,181.8,95.6,HIIT,Overweight,1849
44,Female,177.6,76.1,Gym,Normal,2221
56,Female,162.8,73.9,HIIT,Overweight,1933
67,Male,174.8,85.2,Yoga,Overweight,1937
34,Female,145.1,50.5,Cycling,Normal,2176
62,Female,155.2,88.4,Walking,Obese,1480
30,Female,164.9,47.5,HIIT,Underweight,2555
19,Male,180.5,90.5,Yoga,Overweight,1751
55,Male,180.3,89.6,Running,Overweight,1843
43,Female,146.3,74.2,HIIT,Obese,1388
45,Male,163.8,52.5,Cycling,Normal,2131
58,Male,181.9,53.4,Yoga,Underweight,2485
59,Female,153.6,46.7,Gym,Normal,2322
27,Female,173.7,94.5,Running,Obese,1532
65,Female,151.3,98.6,HIIT,Obese,1503
69,Male,149.5,95.6,Running,Obese,1528
61,Male,150.3,72.9,Cycling,Obese,1341
65,Female,165.1,63.7,HIIT,Normal,2119
51,Female,146,96.6,Yoga,Obese,1309
54,Male,176.5,63.8,Gym,Normal,2397
38,Female,145.7,78.1,Running,Obese,1596
65,Male,169,93.8,Walking,Obese,1360
35,Female,159.2,68,Cycling,Overweight,1705
57,Male,159.8,85.5,Cycling,Obese,1557
39,Female,175,56.1,Running,Underweight,2441
22,Male,174.7,65,Yoga,Normal,2035
32,Female,150.8,45.3,Gym,Normal,2153
58,Male,170.4,54.3,Cycling,Normal,2372
55,Male,163.6,86.3,Yoga,Obese,1544
54,Male,169,51.5,Walking,Underweight,2580
50,Female,174,81.9,Walking,Overweight,1851
59,Male,148.6,45.8,Running,Normal,2219
34,Male,176.1,54.4,Gym,Underweight,2744
68,Male,167.1,95.7,HIIT,Obese,1623
51,Male,148.4,46.6,Running,Normal,2329
26,Male,152.4,47.7,Cycling,Normal,2259
28,Male,148.6,46.1,Running,Normal,2049
52,Female,156.1,50.9,Walking,Normal,2189
63,Male,160.7,45.4,Gym,Underweight,2751
59,Male,182.8,63.2,Gym,Normal,2123
27,Male,156.2,97,Cycling,Obese,1644
69,Female,178.9,74.7,HIIT,Normal,2198
61,Female,156.5,85.9,Walking,Obese,1601
18,Male,176.6,70.6,Gym,Normal,2251
22,Female,174.1,85.2,Cycling,Overweight,1955
51,Male,150.8,53.9,Running,Normal,2136
67,Female,153.4,93.8,Walking,Obese,1485
49,Female,154.4,89.8,HIIT,Obese,1525
49,Male,178.3,52.4,HIIT,Underweight,2590
67,Male,171.5,94.2,HIIT,Obese,1306
53,Male,173.2,68.3,Running,Normal,2049
27,Female,165.4,98.5,Running,Obese,1349
57,Female,180.8,53.2,Running,Underweight,2723
64,Male,159.8,66.5,Running,Overweight,1725
63,Male,177.2,53.2,Gym,Underweight,2633
63,Female,171.8,47.4,Cycling,Underweight,2737
29,Female,171.9,66.2,Yoga,Normal,2350
21,Male,156.2,85.8,Gym,Obese,1650
46,Male,183.9,58.1,Running,Underweight,2491
60,Female,148.3,65.3,Running,Overweight,1660
62,Female,174.9,51.3,Walking,Underweight,2729
30,Female,167.7,94.4,Running,Obese,1620
45,Male,166.4,63.8,HIIT,Normal,2276
39,Male,145.9,57.8,Yoga,Overweight,1925
51,Female,179.9,98.8,Walking,Obese,1628
27,Male,172.5,91.7,Walking,Obese,1350
51,Male,172.4,77.4,HIIT,Overweight,1992
27,Male,150.1,73.7,HIIT,Obese,1606
66,Male,161.7,73.6,Gym,Overweight,1689
54,Female,171.6,94.1,Walking,Obese,1669
30,Male,158.1,91.2,Running,Obese,1443
29,Male,167.4,66.4,Walking,Normal,2331
18,Female,145.8,60.5,HIIT,Overweight,1753
46,Female,164.2,85.2,Running,Obese,1365
47,Female,150.3,49.4,Walking,Normal,2249
26,Female,153,96.2,Walking,Obese,1395
32,Male,165.5,74.7,Running,Overweight,1926
45,Male,163.5,75.2,HIIT,Overweight,1946
56,Female,181,99.3,Cycling,Obese,1566
27,Male,148.4,47.6,Running,Normal,2175
57,Female,170.1,97,Running,Obese,1393
18,Female,158.9,75.7,Gym,Overweight,1885
65,Male,164.7,83.4,Walking,Obese,1628
64,Male,170,55.8,Cycling,Normal,2103
21,Female,146.4,77,Gym,Obese,1634
62,Male,151,94.9,Gym,Obese,1682
62,Female,146,73,Walking,Obese,1460
35,Female,168.6,54.6,Gym,Normal,2207
51,Female,163.9,57.4,Running,Normal,2050
64,Male,151.8,58.1,Cycling,Overweight,1672
59,Male,161.5,92.1,HIIT,Obese,1404
35,Female,175.4,93.7,Walking,Obese,1505
25,Male,170.5,99.2,Gym,Obese,1536
38,Female,153.3,94.9,Yoga,Obese,1568
34,Female,172.9,51.8,HIIT,Underweight,2642
45,Female,150.2,99.5,Running,Obese,1541
39,Female,159.9,63.5,Yoga,Normal,2005
23,Female,173.4,97.4,Gym,Obese,1608
23,Male,171.1,51.1,Cycling,Underweight,2779
59,Male,166,57.7,Cycling,Normal,2036
39,Male,183.5,45.5,Yoga,Underweight,2735
32,Male,148.5,56.9,HIIT,Overweight,1840
64,Male,169.6,99.8,Running,Obese,1379
43,Male,154.1,79.7,Walking,Obese,1401
37,Male,183.4,87.9,Yoga,Overweight,1935
39,Female,166.9,82.5,Gym,Overweight,1785
41,Male,173.4,87.1,Running,Overweight,1815
52,Female,175,49.9,Walking,Underweight,2764
52,Male,149,88,HIIT,Obese,1341
38,Male,154.3,83,Cycling,Obese,1438
64,Female,160.2,90.9,Walking,Obese,1374
45,Female,180.4,84.8,Running,Overweight,1657
53,Male,166.7,54.6,Gym,Normal,2385
53,Male,173.7,90.9,Cycling,Obese,1547
39,Male,170.7,99.2,Cycling,Obese,1493
42,Female,163.2,82.8,Cycling,Obese,1489
64,Male,148.3,58.1,Cycling,Overweight,1947
32,Male,172.6,46.5,Yoga,Underweight,2778
60,Female,156.1,92,HIIT,Obese,1365
26,Male,175.6,47.3,HIIT,Underweight,2634
53,Female,174.7,91.7,Running,Obese,1365
42,Male,169.9,48.3,Yoga,Underweight,2411
27,Female,168.8,89.1,Cycling,Obese,1338
30,Male,172.1,82.5,HIIT,Overweight,1947
24,Female,180.5,49.7,Running,Underweight,2558
21,Male,169.3,60.7,Cycling,Normal,2044
43,Male,169.4,65.9,Running,Normal,2078
47,Female,180.4,62.7,Running,Normal,2064
69,Male,162.3,99.2,Running,Obese,1670
61,Female,155.9,95.3,Running,Obese,1494
35,Female,155.1,71.2,Cycling,Overweight,1610
41,Male,155.3,78,Running,Obese,1541
39,Female,169.1,71.1,Gym,Normal,2389
55,Female,169.6,96.3,Running,Obese,1687
62,Female,154.3,76.1,Gym,Obese,1661
34,Male,146.9,88,Gym,Obese,1363
24,Male,182,75.9,Walking,Normal,2352
69,Male,175.5,81.3,Yoga,Overweight,1809
35,Female,150.3,55.2,Running,Normal,2012
36,Male,177.9,74.9,Walking,Normal,2164
61,Male,173.8,84.7,Walking,Overweight,1761
52,Female,149.6,92.7,Yoga,Obese,1528
61,Female,180.2,82,Cycling,Overweight,1799
34,Female,155.3,62.4,Running,Overweight,1885
60,Male,165.1,66,Gym,Normal,2200
43,Male,184.4,58,HIIT,Underweight,2631
49,Male,181.5,78.8,Walking,Normal,2188
26,Male,167.5,80.5,Yoga,Overweight,1759
63,Male,150.1,61.1,HIIT,Overweight,1925
66,Male,171.6,66.6,Yoga,Normal,2280
18,Female,153.8,50.3,Cycling,Normal,2086
70,Male,147.9,89.6,Running,Obese,1448
40,Male,180.6,45.6,Yoga,Underweight,2672
60,Female,157.8,87.6,Yoga,Obese,1632
19,Male,164.2,52.9,Gym,Normal,2180
53,Female,182.2,97.8,HIIT,Overweight,1847
70,Male,162.1,72.7,Gym,Overweight,1685
60,Female,168.8,52.1,Running,Underweight,2674
21,Male,148.9,73.3,Yoga,Obese,1625
62,Female,175.4,71.6,HIIT,Normal,2248
42,Male,168.8,64.8,Walking,Normal,2012
41,Male,183.8,81.7,Cycling,Normal,2291
66,Male,181.3,95,HIIT,Overweight,1750
65,Male,184,64.4,HIIT,Normal,2027
37,Female,172.4,50.5,Gym,Underweight,2738
44,Male,162.7,81.4,Walking,Obese,1698
51,Male,153,76.5,Cycling,Obese,1473
59,Male,148.8,45.1,Yoga,Normal,2155
37,Female,183.3,92,Yoga,Overweight,1626
59,Female,176.3,88,Cycling,Overweight,1891
30,Female,158,89.1,Yoga,Obese,1632
57,Female,172.6,52.9,Yoga,Underweight,2536
22,Male,149.4,47.7,Running,Normal,2058
47,Male,169.4,49.2,Walking,Underweight,2544
58,Female,178.3,69.4,Walking,Normal,2080
38,Male,150.5,45.7,Gym,Normal,2194
53,Female,168,47.7,HIIT,Underweight,2723
58,Female,176.7,54.5,Running,Underweight,2791
47,Female,178.1,80.5,Yoga,Overweight,1695
37,Female,163.7,50.4,Yoga,Normal,2048
45,Male,182.6,45.9,HIIT,Underweight,2650
